,Price,Close,High,Low,Open,Volume
1,Date,,,,,
262,2024-05-24,-0.16691677342635686,-0.18383451403130124,-0.18816833757327375,-0.18508185018646484,-0.3999717709598561
263,2024-05-25,-0.1387967938699339,-0.17036597140780685,-0.11517793528571815,-0.16234066389582574,-0.9894791177504116
264,2024-05-26,-0.16722113434552618,-0.1731080383164221,-0.12797549565758287,-0.1343364707238068,-0.9828057382410085
265,2024-05-27,-0.13390860903933374,-0.13215522800489732,-0.12610135955398077,-0.16290055193197206,-0.5428495608356549
266,2024-05-28,-0.1756541588376319,-0.1727923899559498,-0.1648624219705562,-0.12947876699948893,-0.2485616330899022
267,2024-05-29,-0.20294865219377128,-0.1976336521521148,-0.16970740416702673,-0.17109740772772125,-0.5069366999565408
268,2024-05-30,-0.17304021818256124,-0.17332140136788338,-0.16906793278355722,-0.19845210704116872,-0.3865528329409782
269,2024-05-31,-0.2062431735578527,-0.1921152278444709,-0.18775387095826948,-0.16858458749554142,-0.4777190962176083
270,2024-06-01,-0.19805155923870763,-0.23562429163792623,-0.15873066551587475,-0.2017363681286641,-1.1540596608671063
271,2024-06-02,-0.19635396765344817,-0.21426366075928097,-0.16145542205608443,-0.19335585006774558,-0.9191416446236018
272,2024-06-03,-0.1563247165017828,-0.14592535109536106,-0.15087929430460953,-0.19169903247694475,-0.2623489535911429
273,2024-06-04,-0.08931721041243203,-0.1152916337493594,-0.11329566647964141,-0.15179595752772576,-0.23020188908748676
274,2024-06-05,-0.06974101302894421,-0.0894814453881792,-0.04289146357902373,-0.08480996781254739,-0.24475999284539718
275,2024-06-06,-0.08211855503348418,-0.0935960111566753,-0.05336246862073374,-0.0652702610714679,-0.5706766593798327
276,2024-06-07,-0.13588383717037203,-0.08301255902574273,-0.11550806276394829,-0.07756228097685763,-0.09967900871600134
277,2024-06-08,-0.1372830065861045,-0.1720916330108345,-0.08838519879979619,-0.13206190703271098,-1.04149120067845
278,2024-06-09,-0.12427595711947778,-0.1614299282222918,-0.09030903475185446,-0.13307546163338713,-1.0727682860508498
279,2024-06-10,-0.12943405812132175,-0.1491046950270261,-0.08754933771212409,-0.11990370244491637,-0.7693571636411354
280,2024-06-11,-0.21230099513050937,-0.17148788591466652,-0.2074100104170869,-0.12507769691991363,-0.05982844662346885
281,2024-06-12,-0.1777457864616598,-0.15541385218198125,-0.17738136197986354,-0.20812567865880466,-0.17228975414292003
282,2024-06-13,-0.23417964575032774,-0.21589114018890265,-0.20043305532744768,-0.17311976960073314,-0.4103710446629192
283,2024-06-14,-0.2625071846067501,-0.25607402641225596,-0.24853693622577783,-0.22991799269740562,-0.4770060206726121
284,2024-06-15,-0.25566930826857365,-0.28955414754368636,-0.21711925232700494,-0.25805362752284944,-1.047544254620794
285,2024-06-16,-0.23863994366919816,-0.27107245245419537,-0.2114718434863692,-0.2511180775255412,-1.0836307708747792
286,2024-06-17,-0.24429363332869442,-0.2600628603825695,-0.24706913403470535,-0.23413569721983285,-0.36522020176615105
